Date, Num Users
2022-06-11,22487
2022-06-12,22497
2022-06-13,22511
2022-06-14,22533
2022-06-15,22543
2022-06-16,22536
2022-06-17,22550
2022-06-18,22562
2022-06-19,22576
2022-06-20,22591
2022-06-21,22605
2022-06-22,22617
2022-06-23,22641
2022-06-24,22665
2022-06-25,22677
2022-06-26,22690
2022-06-27,22706
2022-06-28,22735
2022-06-29,22751
2022-06-30,22765
2022-07-01,22774
2022-07-02,22777
2022-07-03,22791
2022-07-04,22804
2022-07-05,22827
2022-07-06,22835
2022-07-07,22859
2022-07-08,22872
2022-07-09,22887
2022-07-10,22897
2022-07-11,22910
2022-07-12,22914
2022-07-13,22926
2022-07-14,22840
2022-07-15,22862
2022-07-16,22888
2022-07-17,22900
2022-07-18,22921
2022-07-19,22923
2022-07-20,22942
2022-07-21,22961
2022-07-22,22974
2022-07-23,23100
2022-07-24,23113
2022-07-25,23132
2022-07-26,23151
2022-07-27,23165
2022-07-28,23179
2022-07-29,23197
2022-07-30,23217
2022-07-31,23228
2022-08-01,23247
2022-08-02,23143
2022-08-03,23149
2022-08-04,23160
2022-08-05,23184
2022-08-06,23194
2022-08-07,23206
2022-08-08,23212
2022-08-09,23228
2022-08-10,23246
2022-08-11,23264
2022-08-12,23287
2022-08-13,23302
2022-08-14,23426
2022-08-15,23441
2022-08-16,23336
2022-08-17,23349
2022-08-18,23343
2022-08-19,23353
2022-08-20,23367
2022-08-21,23378
2022-08-22,23395
2022-08-23,23406
2022-08-24,23419
2022-08-25,23435
2022-08-26,23453
2022-08-27,23466
2022-08-28,23475
2022-08-29,23491
2022-08-30,23502
2022-08-31,23396
2022-09-01,23410
2022-09-02,23429
2022-09-03,23446
2022-09-04,23465
2022-09-05,23474
2022-09-06,23486
2022-09-07,23497
2022-09-08,23509
2022-09-09,23519
2022-09-10,23400
2022-09-11,23409
2022-09-12,23425
2022-09-13,23430
2022-09-14,23460
2022-09-15,23366
2022-09-16,23382
